,Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
4698,2004-09-22,12:00:00,2.5,1151.75,-200,13.4461865787,1098.5,243.0,673.5,130.0,1630.5,1093.25,30.8499999046,31.9749999046,1.40137021929
4699,2004-09-22,13:00:00,2.6,1138.0,-200,14.0115924803,1117.0,267.0,657.25,120.0,1646.0,1018.5,27.9249997139,37.0250005722,1.37200371629
4700,2004-09-22,14:00:00,2.2,1132.0,-200,12.0546829378,1051.5,233.0,680.0,117.0,1608.75,944.25,28.5249996185,37.25,1.42906487079
4701,2004-09-22,15:00:00,2.6,1186.0,-200,15.3158550496,1158.5,295.0,639.75,141.0,1700.5,1045.75,30.1749997139,32.8749995232,1.38648110201
4702,2004-09-22,16:00:00,2.9,1228.0,-200,16.1335088449,1183.75,309.0,657.25,151.0,1724.0,1088.5,32.875,27.7250003815,1.36224177952
4703,2004-09-22,17:00:00,5.0,1424.25,-200,27.2983229177,1486.25,506.0,522.75,218.0,2084.0,1536.75,32.2000002861,28.7999997139,1.36239032372
4704,2004-09-22,18:00:00,5.1,1427.0,-200,26.1614587356,1458.25,479.0,506.75,213.0,2048.75,1566.0,28.8249998093,38.9500007629,1.52034940234
4705,2004-09-22,19:00:00,5.2,1386.75,-200,26.7374652238,1472.5,460.0,507.5,194.0,2064.5,1509.75,26.6500000954,43.25,1.48809933148
4706,2004-09-22,20:00:00,3.8,1283.5,-200,18.3384120463,1249.25,363.0,582.0,167.0,1842.25,1299.75,24.6000003815,53.9749994278,1.64612966255
4707,2004-09-22,21:00:00,2.2,1110.25,-200,11.8530005666,1044.5,213.0,688.25,115.0,1638.0,1058.0,23.375,59.9250001907,1.69916940909
4708,2004-09-22,22:00:00,2.1,1109.75,-200,11.4964686261,1032.0,183.0,701.5,98.0,1649.75,1001.75,22.5249996185,62.6499996185,1.6882600495
4709,2004-09-22,23:00:00,1.8,1077.25,-200,9.64557222773,964.25,163.0,748.5,93.0,1571.25,923.25,22.9249997139,62.0499992371,1.71269783764
4710,2004-09-23,00:00:00,1.6,1036.5,-200,7.95918680815,897.5,152.0,793.0,87.0,1539.0,836.0,22.2249999046,64.9499998093,1.7189505357
4711,2004-09-23,01:00:00,1.4,1002.0,-200,6.93533117832,854.0,104.0,817.75,71.0,1512.5,779.0,21.4000000954,68.5499992371,1.72609905257
4712,2004-09-23,02:00:00,0.8,865.25,-200,3.69833972701,693.75,61.0,989.0,49.0,1384.75,677.75,22.2249994278,62.9999990463,1.66734225281
4713,2004-09-23,03:00:00,0.5,824.25,-200,2.43363760442,615.0,-200.0,1131.25,-200.0,1335.75,601.25,22.4499998093,59.8999996185,1.6068971252
4714,2004-09-23,04:00:00,-200.0,824.0,-200,2.24325468145,601.75,54.0,1138.25,44.0,1336.75,592.5,21.1499996185,63.7750015259,1.58172671858
4715,2004-09-23,05:00:00,0.5,846.666666667,-200,2.50225957374,619.666666667,84.0,1085.33333333,58.0,1339.0,670.0,22.933333079,57.5,1.58790169647
4716,2004-09-23,06:00:00,0.9,960.75,-200,6.34127849703,827.5,132.0,892.25,66.0,1491.25,836.5,21.2750005722,63.2000007629,1.57938538816
4717,2004-09-23,07:00:00,3.2,1336.25,-200,21.5714209107,1339.5,422.0,539.5,112.0,2048.5,1399.5,21.3499999046,63.5,1.59410681749
4718,2004-09-23,08:00:00,2.8,1250.75,-200,18.8427206841,1263.75,282.0,581.5,104.0,1897.25,1392.75,23.7249999046,54.4499998093,1.57649995186
4719,2004-09-23,09:00:00,2.7,1289.5,-200,18.1400445925,1243.5,293.0,603.5,103.0,1853.25,1415.0,25.0250000954,50.8499994278,1.59030218618
4720,2004-09-23,10:00:00,2.4,1215.25,-200,14.7519538712,1140.75,334.0,630.5,118.0,1765.75,1285.25,26.2750005722,48.125,1.61990482537
4721,2004-09-23,11:00:00,2.7,1248.25,-200,15.9050173043,1176.75,324.0,607.5,129.0,1784.25,1230.0,26.3749995232,47.2749996185,1.60063809327
4722,2004-09-23,12:00:00,2.8,1232.5,-200,16.1253245148,1183.5,294.0,609.5,127.0,1774.5,1146.5,29.3000001907,39.5250005722,1.58550859515
4723,2004-09-23,13:00:00,2.9,1229.0,-200,17.2293310234,1216.75,273.0,598.5,130.0,1794.75,1106.5,28.9749999046,39.5750007629,1.55813975554
4724,2004-09-23,14:00:00,2.6,1205.75,-200,15.8399893556,1174.75,275.0,618.0,130.0,1745.75,1067.75,29.75,38.0,1.56416475045
4725,2004-09-23,15:00:00,2.6,1215.0,-200,15.0526385346,1150.25,282.0,608.25,118.0,1732.75,1115.0,30.3749995232,37.2250003815,1.58795085859
4726,2004-09-23,16:00:00,3.2,1329.75,-200,18.8514667736,1264.0,323.0,586.25,146.0,1860.25,1362.0,31.5499997139,34.875,1.5903430299
4727,2004-09-23,17:00:00,4.6,1446.25,-200,25.1737679561,1433.5,442.0,521.75,190.0,2075.25,1619.25,31.6249995232,34.7749996185,1.59252241378
4728,2004-09-23,18:00:00,4.9,1446.0,-200,26.1312908377,1457.5,431.0,500.5,189.0,2059.25,1572.0,29.0,40.4500007629,1.59488206386
4729,2004-09-23,19:00:00,4.7,1420.75,-200,25.6007740588,1444.25,402.0,510.0,173.0,2055.75,1446.25,27.1749997139,45.9499998093,1.6301561816
4730,2004-09-23,20:00:00,3.3,1247.25,-200,16.8773324704,1206.25,313.0,600.25,148.0,1784.5,1233.25,26.1500000954,48.6500005722,1.62562585464
4731,2004-09-23,21:00:00,2.3,1168.0,-200,12.5946660047,1070.0,228.0,666.5,116.0,1646.0,1102.25,25.0749998093,50.5,1.58402640867
4732,2004-09-23,22:00:00,2.1,1111.0,-200,10.3462672332,990.5,218.0,721.25,109.0,1559.25,1027.5,24.0500001907,50.6750001907,1.49585839634
4733,2004-09-23,23:00:00,1.7,1071.0,-200,8.85155516975,933.5,179.0,763.0,94.0,1504.25,941.5,22.5499997139,53.6750001907,1.44857987694
4734,2004-09-24,00:00:00,1.0,968.75,-200,6.49599204345,834.5,97.0,859.25,64.0,1436.75,772.75,22.6500000954,53.6999998093,1.45798166951
4735,2004-09-24,01:00:00,0.9,942.0,-200,5.32870458325,779.75,83.0,914.5,59.0,1418.75,737.25,21.4750003815,57.9499998093,1.46582697919
4736,2004-09-24,02:00:00,0.7,923.0,-200,4.61067274769,743.5,80.0,907.5,64.0,1394.0,815.25,22.3000001907,55.7749996185,1.48280422381
4737,2004-09-24,03:00:00,0.4,812.5,-200,1.95517374606,580.75,-200.0,1176.25,-200.0,1320.0,627.0,22.7250003815,53.8000001907,1.46728487071
4738,2004-09-24,04:00:00,0.4,850.5,-200,2.47029821053,617.5,66.0,1098.5,52.0,1350.75,642.0,21.0749998093,59.8999996185,1.47887829443
4739,2004-09-24,05:00:00,0.5,868.25,-200,2.79128758512,638.75,109.0,1093.0,55.0,1367.0,610.0,20.4250001907,62.9749994278,1.49455425512
4740,2004-09-24,06:00:00,1.3,1061.5,-200,8.38792828175,915.0,232.0,791.5,83.0,1578.75,928.75,20.8250002861,62.1749992371,1.5119227087
4741,2004-09-24,07:00:00,3.5,1417.75,-200,21.1286917856,1327.5,535.0,546.25,114.0,2017.25,1426.5,21.3499994278,61.5500001907,1.54515389114
4742,2004-09-24,08:00:00,5.5,1599.5,-200,33.9601282186,1641.25,684.0,439.75,137.0,2430.0,1775.5,21.875,60.1999988556,1.55998648492
4743,2004-09-24,09:00:00,5.6,1583.0,-200,29.4323371433,1537.5,803.0,461.25,160.0,2214.0,1788.25,22.9750003815,56.4000005722,1.56141627268
4744,2004-09-24,10:00:00,3.4,1337.5,-200,20.3001218714,1304.75,539.0,543.25,138.0,1929.0,1520.5,25.125,49.5000009537,1.55724937479
4745,2004-09-24,11:00:00,3.2,1284.5,-200,18.4162843481,1251.5,364.0,581.25,134.0,1866.0,1292.75,26.625,44.3249998093,1.52286061192
4746,2004-09-24,12:00:00,3.7,1375.5,-200,22.2991858738,1359.0,422.0,530.0,143.0,1997.75,1435.25,26.2250003815,45.9500007629,1.54216980317
4747,2004-09-24,13:00:00,4.6,1466.5,-200,26.9001117531,1476.5,483.0,491.0,153.0,2113.5,1591.75,25.4250001907,48.6999998093,1.55942460129
4748,2004-09-24,14:00:00,4.2,1442.25,-200,23.9595964408,1402.5,496.0,518.0,145.0,2026.0,1551.0,25.5500001907,48.2999992371,1.55804147172
4749,2004-09-24,15:00:00,3.3,1358.25,-200,19.3174826084,1277.25,403.0,563.25,123.0,1892.0,1429.25,25.7000002861,47.7750005722,1.5547652413
4750,2004-09-24,16:00:00,2.7,1222.0,-200,14.5164006677,1133.25,282.0,624.0,96.0,1698.0,1194.75,24.875,49.2000007629,1.52512063574
4751,2004-09-24,17:00:00,2.2,1134.0,-200,11.0608330235,1016.5,268.0,723.5,107.0,1632.0,981.0,18.2750000954,75.3999996185,1.56820260946
4752,2004-09-24,18:00:00,2.8,1120.0,-200,10.4140903106,993.0,306.0,725.0,119.0,1564.5,961.75,16.2999999523,73.9499988556,1.36009930841
4753,2004-09-24,19:00:00,2.9,1102.75,-200,10.5298228261,997.25,293.0,736.25,109.0,1551.75,913.5,15.625,75.7000007629,1.33447577044
4754,2004-09-24,20:00:00,2.0,984.5,-200,5.84417929879,804.5,240.0,894.75,107.0,1389.75,784.5,15.4250001907,76.5999984741,1.33342913876
4755,2004-09-24,21:00:00,0.7,794.75,-200,2.16270034338,596.0,93.0,1226.5,57.0,1187.75,482.25,14.0,75.3750019073,1.19880364007
4756,2004-09-24,22:00:00,0.6,786.5,-200,1.99865146671,584.0,99.0,1317.25,60.0,1129.25,446.25,14.9249999523,60.5499992371,1.02126385743
4757,2004-09-24,23:00:00,1.2,838.5,-200,3.82593967622,701.0,55.0,1127.75,22.0,1156.25,552.75,15.4749999046,50.8500003815,0.887976051312
4758,2004-09-25,00:00:00,1.2,834.75,-200,3.90159597457,705.25,19.0,1117.0,2.0,1161.0,591.5,15.5500001907,50.0,0.877269630331
4759,2004-09-25,01:00:00,1.1,837.0,-200,3.68088469525,692.75,26.0,1096.25,7.0,1178.25,584.0,15.4250001907,53.5749998093,0.932617066291
4760,2004-09-25,02:00:00,0.6,761.0,-200,1.72811605429,563.25,26.0,1316.0,8.0,1106.25,451.25,15.3500001431,53.875,0.933413100435
4761,2004-09-25,03:00:00,0.3,718.0,-200,0.99480168367,498.5,-200.0,1494.5,-200.0,1058.75,381.5,15.25,52.375,0.901715532336
4762,2004-09-25,04:00:00,0.3,724.0,-200,0.9552143235,494.5,42.0,1531.25,27.0,1071.25,391.0,15.3250000477,53.0749998093,0.918103225378
4763,2004-09-25,05:00:00,0.3,717.75,-200,0.875741044345,486.25,32.0,1530.5,14.0,1071.5,398.25,15.3500001431,53.6500005722,0.929514865382
4764,2004-09-25,06:00:00,0.4,743.5,-200,1.2713715604,524.75,25.0,1434.25,3.0,1096.75,429.75,15.4750001431,53.3000001907,0.930759568547
4765,2004-09-25,07:00:00,0.6,782.0,-200,2.08682663207,590.5,28.0,1286.75,9.0,1130.0,460.5,15.4250001907,52.7249994278,0.917820521916
4766,2004-09-25,08:00:00,0.7,797.75,-200,2.48502784223,618.5,41.0,1204.25,14.0,1138.25,500.25,15.7249999046,51.0500001907,0.90561691933
4767,2004-09-25,09:00:00,1.0,866.75,-200,4.62507839133,744.25,130.0,1066.5,52.0,1207.0,594.0,16.9499998093,47.7249994278,0.914182355768
4768,2004-09-25,10:00:00,1.1,862.25,-200,4.33126741414,728.75,173.0,1103.0,64.0,1170.75,602.5,18.1999998093,41.9000005722,0.867421722908
4769,2004-09-25,11:00:00,1.5,914.5,-200,6.49043919731,834.25,168.0,1006.0,66.0,1242.5,686.0,19.125,36.9750003815,0.810397978578
4770,2004-09-25,12:00:00,1.4,856.75,-200,6.01512020896,812.5,51.0,1040.25,14.0,1183.25,622.25,19.3250002861,34.75,0.771047052416
4771,2004-09-25,13:00:00,1.4,836.5,-200,6.00437488692,812.0,31.0,1065.0,9.0,1170.5,624.0,19.8000001907,31.1999998093,0.712728647776
4772,2004-09-25,14:00:00,1.0,805.0,-200,4.54846984661,740.25,41.0,1160.5,12.0,1116.5,564.5,19.8250002861,31.0500001907,0.710387887236
4773,2004-09-25,15:00:00,0.9,781.0,-200,3.89712812808,705.0,41.0,1203.0,14.0,1067.75,513.75,20.2249994278,28.6499996185,0.671695062707
4774,2004-09-25,16:00:00,1.1,814.5,-200,4.59628626723,742.75,54.0,1182.5,21.0,1094.75,536.0,22.0999999046,24.7999997139,0.65142888488
4775,2004-09-25,17:00:00,1.3,876.5,-200,6.71412954181,844.25,112.0,1047.5,43.0,1193.0,669.0,21.125,27.6749997139,0.68534660516
4776,2004-09-25,18:00:00,1.8,926.25,-200,8.8769185594,934.5,178.0,931.0,62.0,1261.75,785.5,20.0750002861,30.3249998093,0.704484842751
4777,2004-09-25,19:00:00,2.4,986.75,-200,9.82374867012,971.0,218.0,876.25,68.0,1311.75,891.0,19.4749999046,32.9750003815,0.738427750733
4778,2004-09-25,20:00:00,2.7,1004.0,-200,10.7881895202,1006.66666667,241.0,847.666666667,81.0,1321.33333333,925.666666667,19.2999998728,32.3333333333,0.716324742513
4779,2004-09-25,21:00:00,1.7,897.0,-200,7.42210445259,875.0,223.0,937.0,88.0,1226.75,902.25,18.4249997139,33.2250003815,0.697464027866
4780,2004-09-25,22:00:00,2.2,1001.5,-200,10.3124265651,989.25,279.0,840.0,99.0,1357.5,1010.5,17.8000001907,36.4749994278,0.736630542959
4781,2004-09-25,23:00:00,2.8,1125.75,-200,13.8271301464,1111.0,330.0,746.0,98.0,1472.5,1249.0,17.7750000954,39.8500003815,0.803543064707
4782,2004-09-26,00:00:00,2.4,1066.75,-200,10.9495772104,1012.5,330.0,794.25,97.0,1350.25,1132.5,16.9500002861,43.0249996185,0.824152899949
4783,2004-09-26,01:00:00,2.5,1062.75,-200,11.7312589828,1040.25,341.0,739.25,101.0,1413.0,1165.5,15.5250003338,52.1500005722,0.913551988523
4784,2004-09-26,02:00:00,1.4,915.0,-200,7.83845417749,892.5,205.0,872.25,90.0,1287.25,953.25,15.5999999046,51.8999996185,0.913478587541
4785,2004-09-26,03:00:00,1.4,905.75,-200,7.65287582437,884.75,-200.0,871.75,-200.0,1304.25,911.5,13.5499999523,59.375,0.917609472366
4786,2004-09-26,04:00:00,-200.0,843.5,-200,5.45180293145,785.75,130.0,968.5,61.0,1225.5,830.5,13.4000000954,59.9249992371,0.917271959616
4787,2004-09-26,05:00:00,0.9,816.0,-200,4.5198823816,738.75,102.0,999.0,55.0,1187.5,792.5,12.5250000954,63.2000007629,0.914595077319
4788,2004-09-26,06:00:00,0.6,768.0,-200,3.31416111314,671.25,79.0,1128.0,46.0,1153.25,699.75,13.625,57.5749998093,0.894064131555
4789,2004-09-26,07:00:00,1.0,835.0,-200,5.4260586364,784.5,148.0,988.5,56.0,1223.75,780.25,12.1999998093,63.2499990463,0.896353655079
4790,2004-09-26,08:00:00,1.6,943.75,-200,8.21528124611,908.0,261.0,865.0,83.0,1321.0,931.0,14.6000001431,56.4000005722,0.931882331333
4791,2004-09-26,09:00:00,0.9,810.0,-200,2.97590676289,650.5,107.0,1169.75,55.0,1116.75,574.5,19.8250002861,38.5999994278,0.883123087677
4792,2004-09-26,10:00:00,0.9,819.25,-200,3.03990285655,654.5,103.0,1221.75,47.0,1103.75,506.75,21.5999999046,33.4250011444,0.851889896776
4793,2004-09-26,11:00:00,1.0,843.5,-200,3.4656763021,680.25,122.0,1147.0,61.0,1128.75,518.0,22.0249996185,32.1500000954,0.840685667598
4794,2004-09-26,12:00:00,1.0,846.0,-200,3.60277322377,688.25,127.0,1126.75,58.0,1138.25,518.25,22.6999998093,30.1749997139,0.8217279777
4795,2004-09-26,13:00:00,0.9,841.75,-200,3.99592429292,710.5,110.0,1076.5,59.0,1159.75,515.75,22.2750000954,30.375,0.806319750974
4796,2004-09-26,14:00:00,0.9,840.25,-200,4.19667035771,721.5,98.0,1048.0,54.0,1169.0,506.5,22.0500001907,30.4749999046,0.798087897024
4797,2004-09-26,15:00:00,0.9,815.0,-200,3.08019485313,657.0,146.0,1166.0,69.0,1098.25,489.75,22.125,29.5,0.77605294932
4798,2004-09-26,16:00:00,0.9,838.25,-200,3.54680417648,685.0,119.0,1175.75,54.0,1121.25,465.0,23.3999996185,27.0500001907,0.768146903186
4799,2004-09-26,17:00:00,2.7,991.5,-200,10.2516325173,987.0,234.0,822.75,95.0,1327.0,781.0,23.1000003815,27.0250000954,0.753797844844
4800,2004-09-26,18:00:00,2.2,990.25,-200,7.7903815649,890.5,261.0,908.0,99.0,1277.75,765.25,21.4749999046,31.3999996185,0.79425307008
4801,2004-09-26,19:00:00,3.3,1065.75,-200,10.7078790776,1003.75,371.0,795.0,127.0,1383.5,1005.5,20.2500004768,35.4750003815,0.832975756977
4802,2004-09-26,20:00:00,2.1,970.5,-200,7.29909262576,869.75,266.0,910.75,98.0,1287.25,798.0,19.6250004768,36.25,0.819264745106
4803,2004-09-26,21:00:00,1.8,962.5,-200,7.71253264628,887.25,268.0,852.5,112.0,1311.25,938.25,18.6999998093,39.7250003815,0.84818576365
4804,2004-09-26,22:00:00,1.9,1009.75,-200,8.63094701114,924.75,294.0,828.75,115.0,1351.0,996.25,18.0250000954,42.6999998093,0.874459052419
4805,2004-09-26,23:00:00,2.3,1054.0,-200,9.99663835384,977.5,303.0,767.75,114.0,1397.75,1109.25,17.125,47.5500001907,0.920824866554
4806,2004-09-27,00:00:00,1.9,998.0,-200,8.49972306635,919.5,241.0,802.0,103.0,1365.0,1041.75,16.6249995232,51.3249998093,0.96338200021
4807,2004-09-27,01:00:00,1.3,919.25,-200,5.78590418759,801.75,142.0,890.5,81.0,1265.0,939.5,15.8749997616,55.1750001907,0.988071857711
4808,2004-09-27,02:00:00,1.0,884.0,-200,5.00135389694,763.5,110.0,920.75,75.0,1246.5,900.0,14.8500001431,58.9250001907,0.9891489746
4809,2004-09-27,03:00:00,0.6,803.25,-200,2.94016434536,648.25,-200.0,1078.5,-200.0,1177.5,774.0,14.1499998569,61.0249996185,0.979885426791
4810,2004-09-27,04:00:00,0.6,820.25,-200,3.35595888407,673.75,104.0,1024.0,64.0,1187.5,789.5,13.9749999046,62.6499986649,0.994833097154
4811,2004-09-27,05:00:00,0.9,893.5,-200,5.62823955324,794.25,179.0,888.5,71.0,1266.25,907.5,14.0500001907,61.6999998093,0.984438597838
4812,2004-09-27,06:00:00,1.5,987.75,-200,9.04253401114,941.0,361.0,800.5,99.0,1398.5,1034.5,14.3500001431,60.2750005722,0.980227939718
4813,2004-09-27,07:00:00,5.5,1372.25,-200,26.9001117531,1476.5,799.0,542.25,132.0,1973.25,1555.75,15.0,57.6999998093,0.977823055233
4814,2004-09-27,08:00:00,4.0,1208.75,-200,18.7902804892,1262.25,614.0,617.5,135.0,1707.5,1391.75,16.8500003815,50.3249998093,0.957987370681
4815,2004-09-27,09:00:00,1.8,951.0,-200,8.20914360764,907.75,275.0,872.75,94.0,1313.5,903.5,19.6750001907,40.1750001907,0.910756415933
4816,2004-09-27,10:00:00,1.9,992.0,-200,9.10016628829,943.25,325.0,846.5,103.0,1351.0,936.25,22.2250003815,33.5750007629,0.888587642394
4817,2004-09-27,11:00:00,1.7,963.5,-200,9.19656674024,947.0,327.0,861.75,123.0,1328.25,907.0,23.6750001907,29.5750002861,0.853742309758
4818,2004-09-27,12:00:00,1.6,917.0,-200,8.25214813535,909.5,252.0,885.75,95.0,1275.25,744.0,21.9000000954,30.6749997139,0.796093211383
4819,2004-09-27,13:00:00,1.9,937.0,-200,9.05532769248,941.5,226.0,851.5,90.0,1276.0,772.5,22.2749996185,29.5250000954,0.783756050744
4820,2004-09-27,14:00:00,1.6,961.0,-200,9.24170175129,948.75,230.0,853.0,99.0,1305.5,812.25,23.7999997139,26.9749999046,0.78450870657
4821,2004-09-27,15:00:00,1.8,969.25,-200,9.5733807647,961.5,244.0,828.5,107.0,1315.5,855.5,23.3499999046,28.2999997139,0.801247285166
4822,2004-09-27,16:00:00,2.0,1019.5,-200,11.7813229736,1042.0,251.0,788.0,112.0,1400.5,926.75,24.2250003815,27.2499995232,0.812791287004
4823,2004-09-27,17:00:00,3.1,1106.75,-200,17.3051620004,1219.0,346.0,683.25,132.0,1581.75,1130.5,25.0500001907,25.75,0.806505187072
4824,2004-09-27,18:00:00,3.9,1119.0,-200,17.7631252012,1232.5,407.0,670.0,148.0,1538.75,1269.75,22.3499999046,29.1500000954,0.777300431528
4825,2004-09-27,19:00:00,4.3,1172.75,-200,20.9179392313,1321.75,490.0,633.0,158.0,1679.0,1364.75,20.7500004768,32.5250000954,0.787320169302
4826,2004-09-27,20:00:00,3.5,1097.0,-200,14.8624314614,1144.25,434.0,701.5,145.0,1517.25,1274.25,19.125,36.7999992371,0.806562398532
4827,2004-09-27,21:00:00,2.4,1018.0,-200,11.27775405,1024.25,345.0,758.25,128.0,1400.25,1168.75,18.1249995232,39.9499998093,0.823222904574
4828,2004-09-27,22:00:00,1.5,932.25,-200,8.35080365951,913.5,192.0,837.0,105.0,1297.5,999.5,17.4499993324,42.8249998093,0.846273697569
4829,2004-09-27,23:00:00,1.3,897.0,-200,6.81017491324,848.5,157.0,890.75,90.0,1253.25,909.5,16.6999998093,46.6249990463,0.879275430718
4830,2004-09-28,00:00:00,1.0,840.0,-200,4.89256752393,758.0,148.0,994.25,85.0,1188.5,828.75,17.0999996662,46.8249998093,0.905373032203
4831,2004-09-28,01:00:00,0.8,801.75,-200,3.4656763021,680.25,105.0,1091.25,73.0,1136.75,756.0,15.3249998093,51.9249992371,0.898210244585
4832,2004-09-28,02:00:00,0.5,765.0,-200,2.7603661048,636.75,141.0,1137.75,74.0,1112.5,741.75,14.9750001431,52.7749996185,0.8929475364
4833,2004-09-28,03:00:00,0.4,740.75,-200,2.14881924843,595.0,-200.0,1190.5,-200.0,1079.75,685.5,14.4000000954,54.4750003815,0.888723116896
4834,2004-09-28,04:00:00,0.5,747.5,-200,2.15228594945,595.25,107.0,1208.25,61.0,1088.5,676.5,12.7999997139,59.75,0.880090863886
4835,2004-09-28,05:00:00,0.7,791.25,-200,3.8748216428,703.75,166.0,1056.5,69.0,1153.5,748.25,11.9249999523,62.6749992371,0.872575509351
4836,2004-09-28,06:00:00,1.2,874.75,-200,7.3283016413,871.0,241.0,890.0,82.0,1252.5,890.0,12.125,62.5749988556,0.882507533439
4837,2004-09-28,07:00:00,2.4,1085.25,-200,15.4924123759,1164.0,368.0,707.25,120.0,1503.0,1154.5,13.4749999046,58.1500015259,0.894380754101
4838,2004-09-28,08:00:00,4.3,1267.5,-200,27.1040109758,1481.5,498.0,550.0,135.0,1848.5,1533.0,14.3999998569,55.6999988556,0.908708132131
4839,2004-09-28,09:00:00,4.1,1235.75,-200,21.2758331858,1331.5,641.0,600.5,152.0,1683.0,1549.5,17.8000001907,45.6749992371,0.922429061425
4840,2004-09-28,10:00:00,3.7,1274.25,-200,19.9135255227,1294.0,667.0,615.25,177.0,1594.75,2235.5,20.9999995232,37.2499990463,0.915494001039
4841,2004-09-28,11:00:00,3.4,1249.75,-200,19.3970988611,1279.5,550.0,618.0,181.0,1662.5,2178.0,24.4500002861,29.7999997139,0.900797210714
4842,2004-09-28,12:00:00,3.8,1224.0,-200,21.8376933326,1346.66666667,483.0,602.0,176.0,1669.66666667,1901.0,26.433333079,26.4000002543,0.896908450711
4843,2004-09-28,13:00:00,4.1,1219.75,-200,21.7198663518,1343.5,524.0,604.75,163.0,1676.25,1742.5,25.1500000954,26.8250002861,0.84514940687
4844,2004-09-28,14:00:00,3.4,1165.5,-200,18.8952231729,1265.25,481.0,639.75,174.0,1570.25,1502.25,26.125,24.8249998093,0.828305378224
4845,2004-09-28,15:00:00,2.3,1049.75,-200,13.0099891749,1084.0,305.0,747.5,117.0,1402.0,1153.0,26.1749997139,24.4249997139,0.817351224618
4846,2004-09-28,16:00:00,3.2,1174.0,-200,18.833976325,1263.5,396.0,670.25,145.0,1597.5,1287.25,28.9249997139,21.3499999046,0.838173484025
4847,2004-09-28,17:00:00,4.8,1323.25,-200,26.7984083897,1474.0,501.0,554.0,173.0,1854.0,1547.0,28.0,23.3250002861,0.868097179674
4848,2004-09-28,18:00:00,6.7,1431.5,-200,36.9014555989,1705.5,702.0,487.5,204.0,2097.75,1841.5,24.7000002861,27.8999996185,0.855947590997
4849,2004-09-28,19:00:00,7.5,1478.75,-200,39.2621156041,1755.5,755.0,466.0,209.0,2164.5,1907.5,22.9749999046,33.5999994278,0.930205387202
4850,2004-09-28,20:00:00,4.5,1309.0,-200,23.0562791238,1379.0,524.0,555.25,175.0,1840.5,1693.0,20.875,45.75,1.11589711509
4851,2004-09-28,21:00:00,2.1,1088.5,-200,11.6456465597,1037.25,247.0,706.75,129.0,1479.5,1335.5,19.8499999046,48.5750007629,1.11304044828
4852,2004-09-28,22:00:00,1.5,1009.0,-200,8.28908537701,911.0,196.0,787.75,111.0,1359.0,1176.75,19.8000001907,47.6500005722,1.08851027827
4853,2004-09-28,23:00:00,1.1,930.25,-200,5.65962385685,795.75,135.0,883.25,85.0,1262.5,976.75,18.625,49.1000003815,1.04351784544
4854,2004-09-29,00:00:00,1.1,928.75,-200,5.85480151426,805.0,146.0,878.75,86.0,1269.5,974.25,17.2249999046,53.875,1.04983144599
4855,2004-09-29,01:00:00,0.9,871.5,-200,4.13692263864,718.25,106.0,980.5,71.0,1223.25,871.5,16.3499999046,56.75,1.04703009306
4856,2004-09-29,02:00:00,0.5,790.0,-200,2.23267641921,601.0,70.0,1150.25,60.0,1156.5,734.0,17.4250001907,53.4249992371,1.05410239043
4857,2004-09-29,03:00:00,0.4,793.25,-200,1.96183608183,581.25,-200.0,1169.25,-200.0,1151.75,667.5,15.5250003338,58.8499994278,1.03092106255
4858,2004-09-29,04:00:00,-200.0,788.5,-200,2.15922649749,595.75,62.0,1144.5,48.0,1161.0,698.25,14.5750000477,62.0500001907,1.02361132315
4859,2004-09-29,05:00:00,0.4,769.25,-200,2.01885546116,585.5,60.0,1220.5,45.0,1133.75,650.25,17.0749998093,52.4749994278,1.01303712901
4860,2004-09-29,06:00:00,0.7,851.5,-200,4.03211132847,712.5,92.0,1029.25,53.0,1203.25,749.25,15.1749999523,58.2749986649,0.998552077305
4861,2004-09-29,07:00:00,2.0,1099.5,-200,13.4007785039,1097.0,277.0,738.75,94.0,1516.25,1106.25,14.9250001907,59.1999998093,0.998494167453
4862,2004-09-29,08:00:00,4.2,1325.5,-200,28.0089517175,1503.5,600.0,510.25,122.0,1968.0,1609.25,15.125,59.0499992371,1.00864043059
4863,2004-09-29,09:00:00,5.2,1432.75,-200,28.6018554873,1517.75,693.0,499.25,170.0,1972.75,1770.25,19.0499997139,47.8249998093,1.04337946147
4864,2004-09-29,10:00:00,3.8,1310.0,-200,21.3587914678,1333.75,617.0,572.75,174.0,1746.5,1633.25,22.4250001907,38.8250007629,1.0399684777
4865,2004-09-29,11:00:00,3.7,1304.0,-200,19.1146535028,1271.5,569.0,593.0,191.0,1672.5,1583.25,25.4250001907,33.3499999046,1.06790165314
4866,2004-09-29,12:00:00,3.4,1285.5,-200,19.6100909505,1285.5,409.0,593.25,179.0,1728.0,1448.5,27.1999998093,30.4249997139,1.08095187634
4867,2004-09-29,13:00:00,3.1,1216.5,-200,15.831868849,1174.5,335.0,620.75,148.0,1644.25,1451.0,25.4500002861,34.7750005722,1.11517256822
4868,2004-09-29,14:00:00,2.4,1103.5,-200,13.461337154,1099.0,290.0,698.25,129.0,1482.5,1147.0,26.375,28.5249996185,0.965800161665
